Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
41,387,Enrique Martinez,STREET MODIFIED - RWD,1:07.341,M3
42,731,David Vong,STREET MODIFIED - RWD,1:07.351,FRS
43,210,Randie Gray,STREET MODIFIED - AWD,1:07.524,WRX
44,27,Ken Devriese,STREET - RWD,1:07.550,S2000
45,26,Christopher Lathrop,STREET MODIFIED - AWD,1:07.621,Mazdaspeed 6
46,92,Kait Schirado,STREET GT - AWD,1:07.718,335i X-drive
47,667,Cassidy Coghlin,STREET - FWD,1:07.719,Cooper S
48,100,Vincent Miller,STREET - FWD,1:07.763,Civic Si
49,355,Alice Stern,STREET - AWD,1:07.790,STi
50,14,Kal Fortner,STREET - RWD,1:08.023,BRZ
51,209,Dominick Tapia,STREET - FWD,1:08.159,Civic hatchback
52,111,Chris Scheidecker,STREET - RWD,1:08.279,S2000
53,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:08.419,370z
54,138,David Bruner,STREET - RWD,1:08.500,350Z
55,669,Austin Shipley,STREET - FWD,1:08.709,Civic Type R
56,551,Michael Pagano,STREET MODIFIED - RWD,1:08.759,135i
57,303,Ryan Dussex,STREET - FWD,1:09.388,Civic
58,817,Quin Underwood,TRACK MODIFIED - FWD,1:09.626,Integra
59,119,Brandon Oglesby,STREET MODIFIED - RWD,1:09.732,135i
60,127,Jesse Shapiro,STREET - RWD,1:09.881,MX-5 Miata
61,410,Seth Confer,STREET - FWD,1:10.152,Neon
62,69,Kevin Hardin,STREET - RWD,1:10.313,350z
63,461,Luccia Cafiero,STREET MODIFIED - AWD,1:10.931,STi
64,711,Kieran O'Callaghan,TRACK MODIFIED - RWD,1:11.054,240sx
65,981,Saman Ahmadi,STREET MODIFIED - RWD,1:11.084,BRZ
66,366,Kane Jacobs,STREET - RWD,1:11.140,S2000
67,95,Robert Vierhout,STREET - RWD,1:11.473,350z
68,354,Jeff Franson,STREET MODIFIED - AWD,1:11.765,Pulsar GTi-R
69,710,Steven Graham,STREET - FWD,1:11.870,Civic Si
70,47,Nicholas Lucchesi,STREET - FWD,1:12.941,Civic
71,239,Sean O'Brine,STREET - RWD,1:12.966,IS300
72,178,Loren Southard,TRACK MODIFIED - RWD,1:13.240,GT500
73,221,Joseph King,TRACK MODIFIED - FWD,1:13.493,Festiva
74,136,Ben Ryan,UNLIMITED - RWD,1:13.506,325
75,142,Juan Johnson,STREET MODIFIED - RWD,1:14.654,S2000
76,68,Daniel Montanez,STREET - RWD,1:15.120,BRZ
77,787,richard soukhavong,STREET - RWD,1:15.655,Miata
78,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:15.807,Fit
79,188,Erich Pfalzgraf,UNLIMITED - RWD,1:18.682,Miata
81,,,,,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
86,,,,,
87,,,,,
88,,,,,
89,,,,,
90,,,,,
